Fish;hakai_id;Stock 1;Region 1;Prob 1;Stock 2;Region 2;Prob 2;Stock 3;Region 3;Prob 3;Stock 4;Region 4;Prob 4;Stock 5;Region 5;Prob 5
Hakai_P_A12 (15) unkn 166 1225;;Chilko_south;2;0.71;Chilko;3;0.29;Quesnel_Horsef;3;0.00;Chilko-North;3;0.00;Thompson_N;2;0.00
Hakai_P_A12 (15) unkn 166 1226;;Birkenhead;3;0.48;Wasko_Cr;3;0.33;Chilko_south;2;0.14;L_Adams;4;0.01;Quesnel_Horsef;3;0.01
Hakai_P_A12 (15) unkn 166 1227;;Chilko;3;0.97;Chilko-North;3;0.02;Quesnel_Horsef;3;0.00;Chilko_south;2;0.00;Blackwater;1;0.00
Hakai_P_A12 (15) unkn 166 1232;;Bowron;2;0.91;Quesnel_Horsef;3;0.08;L_Horsefly;3;0.01;Wasko_Cr;3;0.00;Blue_Lead_Ck;3;0.00
Hakai_P_A12 (15) unkn 166 1242;;Blackwater;1;0.75;L_Adams;4;0.10;Middle;3;0.04;Sandpoint;1;0.03;Little;4;0.02
Hakai_P_A12 (15) unkn 166 1243;;Quesnel_Horsef;3;0.42;L_Horsefly;3;0.37;Blackwater;1;0.09;Scotch;2;0.04;Chilko_south;2;0.03
Hakai_P_A12 (15) unkn 166 1251;;Blackwater;1;0.92;Sinta;1;0.05;Sandpoint;1;0.01;Middle;3;0.01;FiveMile;1;0.01
Hakai_P_A12 (15) unkn 166 1252;;L_Adams;4;0.90;Little;4;0.07;Wasko_Cr;3;0.01;Birkenhead;3;0.01;Chilko;3;0.01
Hakai_P_A12 (15) unkn 166 1253;;Birkenhead;3;0.98;Wasko_Cr;3;0.01;Chilko;3;0.00;Chilko_south;2;0.00;L_Adams;4;0.00
Hakai_P_A12 (15) unkn 166 758;;Little;4;0.87;Quesnel_Horsef;3;0.04;Bowron;2;0.02;L_Adams;4;0.02;L_Horsefly;3;0.02
Hakai_P_A12 (15) unkn 166 800;;Chilko;3;0.86;Chilko_south;2;0.06;L_Adams;4;0.04;Quesnel_Horsef;3;0.03;Wasko_Cr;3;0.01
Hakai_P_A12 (15) unkn 166 810;;Chilko;3;0.90;Wasko_Cr;3;0.08;Chilko-North;3;0.01;Chilko_south;2;0.00;Quesnel_Mitche;3;0.00
Hakai_P_A12 (15) unkn 166 814;;L_Adams;4;0.68;Little;4;0.26;Quesnel_Horsef;3;0.02;Portage_Cr;4;0.02;Chilko_south;2;0.02
Hakai_P_A12 (15) unkn 166 815;;Chilko_south;2;0.77;Chilko;3;0.18;Wasko_Cr;3;0.02;Birkenhead;3;0.01;Chilko-North;3;0.01
Hakai_P_A12 (15) unkn 166 816;;Wasko_Cr;3;0.82;Roaring;3;0.07;Quesnel_Mitche;3;0.06;Blue_Lead_Ck;3;0.03;Quesnel_Horsef;3;0.01
Hakai_P_A12 (15) unkn 166 821;;Little;4;0.57;L_Adams;4;0.35;MiddleShuswap;4;0.03;Seymour;2;0.01;L_Shuswap;4;0.01
Hakai_P_A12 (15) unkn 166 822;;L_Adams;4;0.87;Little;4;0.07;Portage_Cr;4;0.03;Bowron;2;0.01;MiddleShuswap;4;0.00
Hakai_P_A12 (15) unkn 166 823;;Chilko;3;0.71;Chilko_south;2;0.16;L_Adams;4;0.05;Little;4;0.04;Quesnel_Horsef;3;0.01
Hakai_P_A12 (15) unkn 166 831;;Birkenhead;3;1.00;Pitt;2;0.00;Little;4;0.00;YellowBluff;16;0.00;Portage_Cr;4;0.00
Hakai_P_A12 (15) unkn 167 1233;;L_Adams;4;0.48;Little;4;0.22;Chilko_south;2;0.10;Quesnel_Horsef;3;0.05;Wasko_Cr;3;0.05
Hakai_P_A12 (15) unkn 167 1234;;Nimpkish;7;0.71;Woss_Lake;7;0.28;Vernon;7;0.01;;;;;;
Hakai_P_A12 (15) unkn 167 1237;;Phillips;6;1.00;Chilko;3;0.00;Thompson_N;2;0.00;;;;;;
Hakai_P_A12 (15) unkn 167 1247;;Wasko_Cr;3;0.80;Quesnel_Horsef;3;0.08;Roaring;3;0.04;Quesnel_Mitche;3;0.02;Blackwater;1;0.01
Hakai_P_A12 (15) unkn 167 1248;;Nimpkish;7;0.58;Vernon;7;0.38;Woss_Lake;7;0.04;;;;;;
Hakai_P_A12 (15) unkn 167 1254;;Nimpkish;7;0.70;Vernon;7;0.18;Woss_Lake;7;0.12;;;;;;
Hakai_P_A12 (15) unkn 167 1255;;Sakinaw;6;1.00;L_Adams;4;0.00;Little;4;0.00;Portage_Cr;4;0.00;;;
Hakai_P_A12 (15) unkn 167 1258;;Little;4;0.41;Thompson_N;2;0.25;L_Adams;4;0.15;Chilko_south;2;0.10;L_Shuswap;4;0.02
Hakai_P_A12 (15) unkn 167 1263;;Nimpkish;7;0.68;Woss_Lake;7;0.29;Vernon;7;0.03;;;;;;
Hakai_P_A12 (15) unkn 167 1264;;Nimpkish;7;0.70;Vernon;7;0.16;Woss_Lake;7;0.14;;;;;;
Hakai_P_A12 (15) unkn 167 1265;;Scotch;2;0.93;Seymour;2;0.06;L_Adams;4;0.00;Little;4;0.00;Chilko;3;0.00
Hakai_P_A12 (15) unkn 167 1270;;Chilko;3;0.90;Chilko_south;2;0.09;L_Adams;4;0.00;Blackwater;1;0.00;Chilko-North;3;0.00
Hakai_P_A12 (15) unkn 167 1273;;L_Adams;4;0.56;Little;4;0.40;MiddleShuswap;4;0.01;Portage_Cr;4;0.01;Scotch;2;0.00
Hakai_P_A12 (15) unkn 167 1274;;Scotch;2;0.51;L_Adams;4;0.36;Seymour;2;0.06;Little;4;0.05;Eagle_L;4;0.01
Hakai_P_A12 (15) unkn 167 1275;;Chilko_south;2;0.57;Chilko;3;0.42;Chilko-North;3;0.02;Little;4;0.00;;;
Hakai_P_A12 (15) unkn 167 1276;;Little;4;0.51;L_Adams;4;0.39;MiddleShuswap;4;0.05;L_Shuswap;4;0.03;Portage_Cr;4;0.01
Hakai_P_A12 (15) unkn 167 1283;;L_Adams;4;0.66;Little;4;0.29;L_Horsefly;3;0.04;Quesnel_Horsef;3;0.02;Eagle_L;4;0.00
Hakai_P_A12 (15) unkn 167 1284;;Chilko;3;0.68;Little;4;0.25;Chilko-North;3;0.04;Chilko_south;2;0.01;L_Horsefly;3;0.01
Hakai_P_A12 (15) unkn 167 1285;;Pitt;2;0.94;L_Adams;4;0.03;Raft;2;0.01;Chilko_south;2;0.01;Thompson_N;2;0.00
Hakai_P_A12 (15) unkn 167 1286;;Quesnel_Mitche;3;0.99;Mitchell;3;0.01;Wasko_Cr;3;0.01;Blue_Lead_Ck;3;0.00;Roaring;3;0.00
Hakai_P_A12 (15) unkn 167 1288;;Chilko;3;0.53;Chilko_south;2;0.13;L_Adams;4;0.12;Quesnel_Horsef;3;0.12;L_Horsefly;3;0.04
Hakai_P_A12 (15) unkn 167 1292;;Quesnel_Horsef;3;0.51;L_Horsefly;3;0.35;Chilko_south;2;0.04;L_Adams;4;0.03;M_Horsefly;3;0.02
Hakai_P_A12 (15) unkn 167 1301;;L_Adams;4;0.61;Scotch;2;0.16;Little;4;0.09;Seymour;2;0.07;Quesnel_Horsef;3;0.02
Hakai_P_A12 (15) unkn 167 1302;;Chilko;3;0.98;Chilko_south;2;0.02;Chilko-North;3;0.00;L_Adams;4;0.00;;;
Hakai_P_A12 (15) unkn 167 1311;;Chilko;3;0.60;L_Adams;4;0.25;Birkenhead;3;0.05;Little;4;0.04;Chilko_south;2;0.04
Hakai_P_A12 (15) unkn 170 1335;;Chilko;3;0.65;Chilko_south;2;0.26;L_Adams;4;0.05;Quesnel_Horsef;3;0.02;Wasko_Cr;3;0.01
Hakai_P_A12 (15) unkn 170 1336;;Scotch;2;0.59;L_Adams;4;0.26;Little;4;0.11;Seymour;2;0.03;MiddleShuswap;4;0.01
Hakai_P_A12 (15) unkn 170 1337;;L_Adams;4;0.96;Eagle_L;4;0.01;Portage_Cr;4;0.01;Birkenhead;3;0.01;Little;4;0.00
Hakai_P_A12 (15) unkn 170 1338;;L_Adams;4;0.83;Little;4;0.15;Portage_Cr;4;0.01;MiddleShuswap;4;0.00;Eagle_L;4;0.00
Hakai_P_A12 (15) unkn 170 1341;;Scotch;2;0.66;L_Adams;4;0.20;Seymour;2;0.14;Chilko_south;2;0.00;Eagle;2;0.00
Hakai_P_A12 (15) unkn 170 1342;;Quesnel_Horsef;3;0.61;L_Horsefly;3;0.38;Wasko_Cr;3;0.01;U_Horsefly;3;0.00;McKinley;3;0.00
Hakai_P_A12 (15) unkn 170 1353;;L_Adams;4;0.30;Birkenhead;3;0.19;Chilko;3;0.18;Chilko_south;2;0.12;Little;4;0.08
Hakai_P_A12 (15) unkn 170 1354;;Quesnel_Horsef;3;0.55;L_Horsefly;3;0.40;Wasko_Cr;3;0.02;L_Adams;4;0.02;M_Horsefly;3;0.00
Hakai_P_A12 (15) unkn 170 1355;;Scotch;2;0.72;Seymour;2;0.27;Eagle;2;0.00;MiddleShuswap;4;0.00;L_Adams;4;0.00
Hakai_P_A12 (15) unkn 170 1356;;Quesnel_Horsef;3;0.45;L_Horsefly;3;0.36;Wasko_Cr;3;0.16;Quesnel_Mitche;3;0.02;Blue_Lead_Ck;3;0.01
Hakai_P_A12 (15) unkn 170 1362;;Birkenhead;3;1.00;Pitt;2;0.00;;;;;;;;;
Hakai_P_A12 (15) unkn 170 1363;;Scotch;2;0.73;Little;4;0.25;L_Adams;4;0.02;Chilko;3;0.00;Bowron;2;0.00
Hakai_P_A12 (15) unkn 170 624;;L_Adams;4;0.63;Chilko;3;0.19;Little;4;0.12;Eagle_L;4;0.01;Seymour;2;0.01
Hakai_P_A12 (15) unkn 170 625;;Blackwater;1;0.87;Sinta;1;0.06;Sandpoint;1;0.03;Kynock;1;0.01;Paula;1;0.01
Hakai_P_A12 (15) unkn 170 626;;Chilko;3;0.49;Chilko_south;2;0.36;Blackwater;1;0.04;Nadina;2;0.03;L_Adams;4;0.03
Hakai_P_A12 (15) unkn 170 647;;Quesnel_Horsef;3;0.60;L_Horsefly;3;0.39;Wasko_Cr;3;0.01;M_Horsefly;3;0.00;U_Horsefly;3;0.00
Hakai_P_A12 (15) unkn 170 649;;Chilko;3;0.92;Chilko_south;2;0.07;Chilko-North;3;0.00;Bowron;2;0.00;;;
Hakai_P_A12 (15) unkn 170 654;;Nimpkish;7;0.74;Vernon;7;0.19;Woss_Lake;7;0.07;;;;;;
Hakai_P_A12 (15) unkn 170 655;;L_Adams;4;0.81;Wasko_Cr;3;0.13;Little;4;0.05;Roaring;3;0.01;Blue_Lead_Ck;3;0.00
Hakai_P_A12 (15) unkn 170 656;;Chilko;3;0.97;Quesnel_Horsef;3;0.01;Chilko_south;2;0.00;L_Horsefly;3;0.00;Bowron;2;0.00
Hakai_P_A12 (15) unkn 170 657;;Chilko;3;0.79;Chilko_south;2;0.16;Quesnel_Horsef;3;0.02;L_Horsefly;3;0.01;Blackwater;1;0.01
Hakai_P_A12 (15) unkn 170 709;;Chilko;3;0.99;Chilko_south;2;0.01;Blackwater;1;0.00;;;;;;
Hakai_P_A12 (15) unkn 170 710;;Quesnel_Mitche;3;0.91;Wasko_Cr;3;0.07;Mitchell;3;0.01;Blue_Lead_Ck;3;0.01;Roaring;3;0.00
Hakai_P_A12 (15) unkn 170 713;;Scotch;2;0.88;Seymour;2;0.07;L_Adams;4;0.03;Little;4;0.02;Thompson_N;2;0.00
Hakai_P_A12 (15) unkn 170 714;;Chilliw_lake;2;0.85;Chilko_south;2;0.07;Birkenhead;3;0.05;DollyVarden_Cr;3;0.02;Pitt;2;0.01
Hakai_P_A12 (15) unkn 170 725;;L_Adams;4;0.93;Portage_Cr;4;0.03;Little;4;0.02;Thompson_N;2;0.01;Eagle_L;4;0.00
Hakai_P_A12 (15) unkn 170 726;;L_Adams;4;0.81;L_Horsefly;3;0.08;Chilko;3;0.03;Portage_Cr;4;0.02;Quesnel_Horsef;3;0.02
Hakai_P_A12 (15) unkn 170 727;;L_Adams;4;0.79;Little;4;0.17;Scotch;2;0.01;Portage_Cr;4;0.01;MiddleShuswap;4;0.00
Hakai_P_A12 (15) unkn 170 728;;L_Adams;4;0.52;Little;4;0.41;MiddleShuswap;4;0.03;Wasko_Cr;3;0.02;Portage_Cr;4;0.01
Hakai_P_A12 (15) unkn 170 731;;L_Adams;4;0.90;Little;4;0.04;Eagle_L;4;0.01;Chilko;3;0.01;Wasko_Cr;3;0.01
Hakai_P_A12 (15) unkn 170 732;;Chilko;3;0.78;Chilko_south;2;0.20;L_Adams;4;0.01;Little;4;0.01;Chilko-North;3;0.00
Hakai_P_A12 (15) unkn 170 751;;Birkenhead;3;0.60;Pitt;2;0.37;Chilko;3;0.03;Chilko_south;2;0.00;Gingit_RT;9;0.00
Hakai_P_A12 (15) unkn 171 1108;;Gates_Cr;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 171 1109;;Chilko;3;0.41;Quesnel_Horsef;3;0.27;Wasko_Cr;3;0.19;L_Adams;4;0.05;Little;4;0.05
Hakai_P_A12 (15) unkn 171 1110;;Pitt;2;1.00;Birkenhead;3;0.00;Wasko_Cr;3;0.00;Blackwater;1;0.00;;;
Hakai_P_A12 (15) unkn 171 1129;;Quesnel_Horsef;3;0.62;L_Horsefly;3;0.37;M_Horsefly;3;0.00;Little;4;0.00;U_Horsefly;3;0.00
Hakai_P_A12 (15) unkn 171 1130;;L_Adams;4;0.70;Little;4;0.18;Seymour;2;0.05;Scotch;2;0.05;MiddleShuswap;4;0.01
Hakai_P_A12 (15) unkn 171 1140;;Chilko_south;2;0.82;L_Adams;4;0.12;Chilko;3;0.03;Little;4;0.02;Quesnel_Horsef;3;0.00
Hakai_P_A12 (15) unkn 171 1144;;Wasko_Cr;3;0.67;Chilko_south;2;0.19;Quesnel_Mitche;3;0.09;Thompson_N;2;0.02;Quesnel_Horsef;3;0.01
Hakai_P_A12 (15) unkn 171 1145;;L_Adams;4;0.70;Little;4;0.24;MiddleShuswap;4;0.02;Eagle_L;4;0.01;Portage_Cr;4;0.01
Hakai_P_A12 (15) unkn 171 1151;;Quesnel_Horsef;3;0.54;L_Horsefly;3;0.38;Chilko;3;0.02;L_Adams;4;0.02;Wasko_Cr;3;0.01
Hakai_P_A12 (15) unkn 171 1152;;Blackwater;1;1.00;Sinta;1;0.00;Kynock;1;0.00;Paula;1;0.00;FiveMile;1;0.00
Hakai_P_A12 (15) unkn 171 1155;;Birkenhead;3;0.91;Thompson_N;2;0.08;L_Adams;4;0.01;Portage_Cr;4;0.00;Dust;1;0.00
Hakai_P_A12 (15) unkn 171 1156;;Phillips;6;1.00;PorcupineSloug;14;0.00;Wannock;18;0.00;ChilkootLkBeach;20;0.00;BearSlough;16;0.00
Hakai_P_A12 (15) unkn 171 1157;;Chilko_south;2;0.75;Chilko;3;0.24;L_Adams;4;0.01;Chilko-North;3;0.00;Raft;2;0.00
Hakai_P_A12 (15) unkn 171 1160;;Quesnel_Mitche;3;0.93;Wasko_Cr;3;0.06;Roaring;3;0.01;Mitchell;3;0.01;Blue_Lead_Ck;3;0.00
Hakai_P_A12 (15) unkn 171 1161;;Quesnel_Horsef;3;0.60;L_Horsefly;3;0.39;Raft;2;0.01;M_Horsefly;3;0.00;U_Horsefly;3;0.00
Hakai_P_A12 (15) unkn 171 1162;;Scotch;2;0.88;L_Adams;4;0.07;Seymour;2;0.04;Little;4;0.01;Chilko_south;2;0.00
Hakai_P_A12 (15) unkn 171 1163;;Blackwater;1;0.72;Chilko_south;2;0.14;Sinta;1;0.05;Chilko;3;0.05;Dust;1;0.01
Hakai_P_A12 (15) unkn 171 1164;;Wasko_Cr;3;0.73;Quesnel_Horsef;3;0.10;Quesnel_Mitche;3;0.07;L_Horsefly;3;0.05;Chilko;3;0.03
Hakai_P_A12 (15) unkn 171 1168;;Quesnel_Mitche;3;0.99;Mitchell;3;0.01;Wasko_Cr;3;0.00;Blue_Lead_Ck;3;0.00;;;
Hakai_P_A12 (15) unkn 171 1169;;Chilko_south;2;0.53;Chilko;3;0.46;Chilko-North;3;0.00;L_Adams;4;0.00;Little;4;0.00
Hakai_P_A12 (15) unkn 171 1173;;Scotch;2;0.99;Seymour;2;0.01;L_Adams;4;0.00;;;;;;
Hakai_P_A12 (15) unkn 171 1191;;Chilko_south;2;0.68;Chilko;3;0.31;Wasko_Cr;3;0.00;Blackwater;1;0.00;Thompson_N;2;0.00
Hakai_P_A12 (15) unkn 171 1193;;Blackwater;1;0.64;Sinta;1;0.24;Sandpoint;1;0.07;Kynock;1;0.03;FiveMile;1;0.01
Hakai_P_A12 (15) unkn 171 604;;Pitt;2;0.98;Weaver;4;0.01;Nadina;2;0.01;Chilko_south;2;0.00;Chilko;3;0.00
Hakai_P_A12 (15) unkn 171 741;;Wasko_Cr;3;0.75;Quesnel_Mitche;3;0.13;Quesnel_Horsef;3;0.05;Roaring;3;0.04;L_Horsefly;3;0.01
Hakai_P_A12 (15) unkn 171 742;;Scotch;2;0.97;Seymour;2;0.03;;;;;;;;;
Hakai_P_A12 (15) unkn 171 971;;Quesnel_Horsef;3;0.50;L_Horsefly;3;0.29;L_Adams;4;0.17;Chilko;3;0.01;Wasko_Cr;3;0.01
Hakai_P_A12 (15) unkn 171 972;;Pitt;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 172 1299;;Chilko;3;0.53;Quesnel_Horsef;3;0.25;Wasko_Cr;3;0.15;Chilko_south;2;0.04;L_Horsefly;3;0.02
Hakai_P_A12 (15) unkn 172 1300;;Chilko;3;0.99;Chilko_south;2;0.01;Quesnel_Horsef;3;0.00;L_Adams;4;0.00;Chilko-North;3;0.00
Hakai_P_A12 (15) unkn 172 1319;;L_Adams;4;0.79;Little;4;0.07;MiddleShuswap;4;0.07;Seymour;2;0.02;Portage_Cr;4;0.02
Hakai_P_A12 (15) unkn 172 1320;;Chilko_south;2;0.67;Chilko;3;0.33;Chilko-North;3;0.00;Portage_Cr;4;0.00;;;
Hakai_P_A12 (15) unkn 172 1332;;Gates_Cr;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 172 1333;;Scotch;2;0.49;Little;4;0.25;L_Adams;4;0.21;Seymour;2;0.05;Chilko_south;2;0.00
Hakai_P_A12 (15) unkn 172 1334;;L_Adams;4;0.73;Little;4;0.23;Eagle_L;4;0.01;L_Shuswap;4;0.01;MiddleShuswap;4;0.01
Hakai_P_A12 (15) unkn 172 1351;;Chilko;3;0.98;Chilko_south;2;0.01;Wasko_Cr;3;0.00;Chilko-North;3;0.00;L_Horsefly;3;0.00
Hakai_P_A12 (15) unkn 172 1361;;Seymour;2;0.29;Scotch;2;0.22;L_Adams;4;0.16;Little;4;0.10;Chilko_south;2;0.04
Hakai_P_A12 (15) unkn 172 627;;Chilko_south;2;0.57;L_Adams;4;0.41;Seymour;2;0.01;Scotch;2;0.01;MiddleShuswap;4;0.00
Hakai_P_A12 (15) unkn 172 668;;Chilko;3;0.68;Chilko_south;2;0.29;Raft;2;0.02;L_Adams;4;0.01;Portage_Cr;4;0.00
Hakai_P_A12 (15) unkn 172 669;;Scotch;2;0.94;Seymour;2;0.06;Eagle;2;0.00;;;;;;
Hakai_P_A12 (15) unkn 172 670;;Blackwater;1;0.99;Sinta;1;0.00;Sandpoint;1;0.00;Quesnel_Horsef;3;0.00;Bivouac;1;0.00
Hakai_P_A12 (15) unkn 172 676;;Blackwater;1;0.97;Chilko;3;0.01;Sinta;1;0.01;Sandpoint;1;0.01;Middle;3;0.00
Hakai_P_A12 (15) unkn 172 677;;Chilko;3;0.98;L_Adams;4;0.01;Chilko_south;2;0.01;Chilko-North;3;0.00;Great_Central;7;0.00
Hakai_P_A12 (15) unkn 172 678;;Little;4;0.91;L_Adams;4;0.09;Chilko_south;2;0.00;MiddleShuswap;4;0.00;Blackwater;1;0.00
Hakai_P_A12 (15) unkn 172 685;;Scotch;2;0.96;Seymour;2;0.04;L_Adams;4;0.00;Eagle_L;4;0.00;Eagle;2;0.00
Hakai_P_A12 (15) unkn 172 686;;Nahatlatch;2;0.91;Dust;1;0.02;Chilliw_lake;2;0.01;L_Adams;4;0.01;Chilko_south;2;0.01
Hakai_P_A12 (15) unkn 172 687;;Chilko;3;0.74;Chilko_south;2;0.24;L_Adams;4;0.01;Wasko_Cr;3;0.00;Little;4;0.00
Hakai_P_A12 (15) unkn 174 1149;;Quesnel_Horsef;3;0.96;Chilko;3;0.02;Chilko_south;2;0.02;Horsefly;3;0.00;L_Adams;4;0.00
Hakai_P_A12 (15) unkn 174 1151;;Quesnel_Horsef;3;0.94;Seymour;2;0.05;Chilko;3;0.01;L_Adams;4;0.00;L_Horsefly;3;0.00
Hakai_P_A12 (15) unkn 174 1158;;Chilko;3;0.94;Chilko_south;2;0.04;Quesnel_Horsef;3;0.01;Pinchi_Cr;3;0.01;;;
Hakai_P_A12 (15) unkn 174 1159;;Pitt;2;1.00;Scud;14;0.00;;;;;;;;;
Hakai_P_A12 (15) unkn 174 1166;;Chilko;3;0.90;Chilko_south;2;0.10;;;;;;;;;
Hakai_P_A12 (15) unkn 174 1167;;Chilko_south;2;0.61;Pinchi_Cr;3;0.21;Chilko;3;0.17;Middle;3;0.01;Quesnel_Horsef;3;0.00
Hakai_P_A12 (15) unkn 174 1172;;Birkenhead;3;0.63;Chilko_south;2;0.32;LakeWashington;5;0.02;L_Adams;4;0.02;Chilko;3;0.01
Hakai_P_A12 (15) unkn 174 1192;;Pinchi_Cr;3;0.90;Middle;3;0.06;Baker_Lake;5;0.03;Quesnel_Horsef;3;0.01;Pitt;2;0.00
Hakai_P_A12 (15) unkn 174 1297;;Quesnel_Horsef;3;0.99;Little;4;0.01;L_Adams;4;0.00;Horsefly;3;0.00;M_Horsefly;3;0.00
Hakai_P_A12 (15) unkn 174 1329;;Seymour;2;0.97;Scotch;2;0.02;Eagle;2;0.01;L_Adams;4;0.00;;;
Hakai_P_A12 (15) unkn 174 329;;Pinchi_Cr;3;0.94;Middle;3;0.06;Paula;1;0.00;Chilko;3;0.00;Stellako;3;0.00
Hakai_P_A12 (15) unkn 174 330;;L_Adams;4;0.33;Seymour;2;0.25;Pinchi_Cr;3;0.23;Chilko_south;2;0.09;Little;4;0.04
Hakai_P_A12 (15) unkn 174 557;;Quesnel_Horsef;3;1.00;L_Adams;4;0.00;;;;;;;;;
Hakai_P_A12 (15) unkn 174 558;;Pinchi_Cr;3;0.36;Chilko;3;0.23;Chilko_south;2;0.21;L_Shuswap;4;0.07;Quesnel_Horsef;3;0.04
Hakai_P_A12 (15) unkn 174 559;;Chilko_south;2;0.83;Chilko;3;0.16;L_Adams;4;0.01;Pinchi_Cr;3;0.00;Quesnel_Horsef;3;0.00
Hakai_P_A12 (15) unkn 174 565;;Chilko_south;2;0.54;Chilko;3;0.45;Pinchi_Cr;3;0.01;Middle;3;0.00;L_Adams;4;0.00
Hakai_P_A12 (15) unkn 174 566;;Chilko;3;0.78;Chilko_south;2;0.12;Quesnel_Horsef;3;0.05;L_Adams;4;0.03;Pinchi_Cr;3;0.01
Hakai_P_A12 (15) unkn 174 567;;Chilko;3;0.51;Chilko_south;2;0.48;L_Adams;4;0.01;;;;;;
Hakai_P_A12 (15) unkn 174 568;;Chilko_south;2;0.76;Chilko;3;0.10;L_Adams;4;0.06;Seymour;2;0.05;Pinchi_Cr;3;0.02
Hakai_P_A12 (15) unkn 174 569;;Chilko;3;0.79;Seymour;2;0.07;Chilko_south;2;0.04;L_Adams;4;0.04;Little;4;0.02
Hakai_P_A12 (15) unkn 174 576;;Chilko;3;0.97;Quesnel_Horsef;3;0.02;Chilko_south;2;0.01;Blue_Lead_Ck;3;0.00;;;
Hakai_P_A12 (15) unkn 174 577;;Pinchi_Cr;3;0.90;Middle;3;0.07;Quesnel_Horsef;3;0.03;Chilko_south;2;0.00;;;
Hakai_P_A12 (15) unkn 174 578;;L_Adams;4;0.72;L_Shuswap;4;0.13;Eagle_L;4;0.08;Seymour;2;0.03;Little;4;0.02
Hakai_P_A12 (15) unkn 174 584;;Chilko;3;0.99;Chilko_south;2;0.00;Quesnel_Horsef;3;0.00;Raft;2;0.00;Pinchi_Cr;3;0.00
Hakai_P_A12 (15) unkn 174 585;;Chilko;3;0.66;L_Adams;4;0.12;Quesnel_Horsef;3;0.10;Chilko_south;2;0.06;Quesnel_Mitche;3;0.03
Hakai_P_A12 (15) unkn 174 586;;Quesnel_Horsef;3;0.97;L_Adams;4;0.02;M_Horsefly;3;0.01;Horsefly;3;0.00;Eagle_L;4;0.00
Hakai_P_A12 (15) unkn 174 590;;Birkenhead;3;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 174 591;;Pitt;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 174 592;;Pinchi_Cr;3;0.33;Phillips;6;0.30;Birkenhead;3;0.12;L_Adams;4;0.10;Chilko_south;2;0.10
Hakai_P_A12 (15) unkn 174 593;;Quesnel_Horsef;3;0.78;Chilko;3;0.15;Chilko_south;2;0.03;L_Adams;4;0.02;Little;4;0.02
Hakai_P_A12 (15) unkn 174 621;;Pitt;2;1.00;L_Adams;4;0.00;;;;;;;;;
Hakai_P_A12 (15) unkn 174 628;;L_Adams;4;0.67;Little;4;0.22;Pinchi_Cr;3;0.04;Chilko_south;2;0.02;Quesnel_Horsef;3;0.02
Hakai_P_A12 (15) unkn 174 629;;Quesnel_Mitche;3;0.96;Mitchell;3;0.04;Blue_Lead_Ck;3;0.00;;;;;;
Hakai_P_A12 (15) unkn 174 679;;Chilko;3;0.71;Chilko_south;2;0.15;L_Adams;4;0.12;Little;4;0.02;Eagle_L;4;0.00
Hakai_P_A12 (15) unkn 174 680;;Quesnel_Mitche;3;0.96;Mitchell;3;0.04;;;;;;;;;
Hakai_P_A12 (15) unkn 174 688;;Chilko_south;2;1.00;Chilko;3;0.00;Pinchi_Cr;3;0.00;;;;;;
Hakai_P_A12 (15) unkn 174 689;;Quesnel_Mitche;3;0.97;Mitchell;3;0.04;;;;;;;;;
Hakai_P_A12 (15) unkn 174 690;;Chilko;3;0.95;Pinchi_Cr;3;0.04;Chilko_south;2;0.00;Kynock;1;0.00;;;
Hakai_P_A12 (15) unkn 174 701;;Seymour;2;0.95;Eagle;2;0.02;Scotch;2;0.02;L_Adams;4;0.01;Chilko_south;2;0.00
Hakai_P_A12 (15) unkn 174 702;;Chilko;3;0.93;Chilko_south;2;0.07;L_Adams;4;0.00;;;;;;
Hakai_P_A12 (15) unkn 174 703;;Pinchi_Cr;3;0.90;Chilko_south;2;0.07;Chilko;3;0.01;L_Adams;4;0.01;Middle;3;0.01
Hakai_P_A12 (15) unkn 175 619;;Seymour;2;0.78;L_Adams;4;0.10;Chilko;3;0.04;Eagle;2;0.03;Quesnel_Mitche;3;0.02
Hakai_P_A12 (15) unkn 175 620;;Quesnel_Horsef;3;0.97;L_Adams;4;0.01;Horsefly;3;0.01;Chilko;3;0.01;Chilko_south;2;0.01
Hakai_P_A12 (15) unkn 175 623;;Quesnel_Horsef;3;0.99;M_Horsefly;3;0.01;Horsefly;3;0.00;L_Horsefly;3;0.00;;;
Hakai_P_A12 (15) unkn 175 630;;Seymour;2;0.95;Eagle;2;0.05;Chilko_south;2;0.00;;;;;;
Hakai_P_A12 (15) unkn 175 642;;Pitt;2;0.29;Thoms_Lake;20;0.22;Seymour;2;0.21;Scotch;2;0.07;Pinchi_Cr;3;0.06
Hakai_P_A12 (15) unkn 175 644;;Chilko;3;0.54;L_Adams;4;0.36;L_Shuswap;4;0.05;Eagle_L;4;0.01;MiddleShuswap;4;0.01
Hakai_P_A12 (15) unkn 175 645;;Seymour;2;0.90;Eagle;2;0.09;Scotch;2;0.01;;;;;;
